Date,Open,High,Low,Close,Adj Close,Volume
29-04-2020,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000
30-04-2020,9753.5,9889.049805,9731.5,9859.900391,9859.900391,931200
04-05-2020,9533.5,9533.5,9266.950195,9293.5,9293.5,687500
05-05-2020,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200
06-05-2020,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200
07-05-2020,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700
08-05-2020,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100
11-05-2020,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600
12-05-2020,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500
13-05-2020,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400
14-05-2020,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600
15-05-2020,9182.400391,9182.400391,9050,9136.849609,9136.849609,575900
18-05-2020,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000
19-05-2020,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200
20-05-2020,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300
21-05-2020,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500
22-05-2020,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800
26-05-2020,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000
27-05-2020,9082.200195,9334,9004.25,9314.950195,9314.950195,763500
28-05-2020,9364.950195,9511.25,9336.5,9490.099609,9490.099609,837900
29-05-2020,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000
01-06-2020,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200
02-06-2020,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200
03-06-2020,10108.29981,10176.2002,10035.54981,10061.54981,10061.54981,794700
04-06-2020,10054.25,10123.84961,9944.25,10029.09961,10029.09961,775100
05-06-2020,10093.79981,10177.79981,10040.75,10142.15039,10142.15039,987100
08-06-2020,10326.75,10328.5,10120.25,10167.4502,10167.4502,936500
09-06-2020,10181.15039,10291.15039,10021.4502,10046.65039,10046.65039,754200
10-06-2020,10072.59961,10148.75,10036.84961,10116.15039,10116.15039,632400
11-06-2020,10094.09961,10112.04981,9885.049805,9902,9902,715500
12-06-2020,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300
15-06-2020,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100
16-06-2020,10014.79981,10046.15039,9728.5,9914,9914,899900
17-06-2020,9876.700195,10003.59961,9833.799805,9881.150391,9881.150391,685400
18-06-2020,9863.25,10111.2002,9845.049805,10091.65039,10091.65039,622900
19-06-2020,10119,10272.40039,10072.65039,10244.40039,10244.40039,892100
22-06-2020,10318.75,10393.65039,10277.59961,10311.2002,10311.2002,685400
23-06-2020,10347.9502,10484.7002,10301.75,10471,10471,669200
24-06-2020,10529.25,10553.15039,10281.9502,10305.29981,10305.29981,854800
25-06-2020,10235.54981,10361.79981,10194.5,10288.90039,10288.90039,994200
26-06-2020,10378.90039,10409.84961,10311.25,10383,10383,671900
29-06-2020,10311.9502,10337.9502,10223.59961,10312.40039,10312.40039,574500
30-06-2020,10382.59961,10401.04981,10267.34961,10302.09961,10302.09961,556200
01-07-2020,10323.79981,10447.04981,10299.59961,10430.04981,10430.04981,573600
02-07-2020,10493.04981,10598.2002,10485.54981,10551.7002,10551.7002,597400
03-07-2020,10614.9502,10631.29981,10562.65039,10607.34961,10607.34961,525200
06-07-2020,10723.84961,10811.40039,10695.09961,10763.65039,10763.65039,571200
07-07-2020,10802.84961,10813.79981,10689.7002,10799.65039,10799.65039,636800
08-07-2020,10818.65039,10847.84961,10676.54981,10705.75,10705.75,767900
09-07-2020,10755.54981,10836.84961,10733,10813.4502,10813.4502,618700
10-07-2020,10764.09961,10819.40039,10713,10768.04981,10768.04981,590700
13-07-2020,10851.84961,10894.04981,10756.04981,10802.7002,10802.7002,554100
14-07-2020,10750.84961,10755.65039,10562.90039,10607.34961,10607.34961,532400
15-07-2020,10701,10827.4502,10577.75,10618.2002,10618.2002,715900
16-07-2020,10706.2002,10755.29981,10595.2002,10739.9502,10739.9502,694400
17-07-2020,10752,10933.4502,10749.65039,10901.7002,10901.7002,676900
20-07-2020,10999.4502,11037.90039,10953,11022.2002,11022.2002,554300
21-07-2020,11126.09961,11179.54981,11113.25,11162.25,11162.25,772000
22-07-2020,11231.2002,11238.09961,11056.54981,11132.59961,11132.59961,765100
23-07-2020,11135,11239.79981,11103.15039,11215.4502,11215.4502,621600
24-07-2020,11149.9502,11225.40039,11090.29981,11194.15039,11194.15039,678900
27-07-2020,11225,11225,11087.84961,11131.79981,11131.79981,588100
28-07-2020,11154.09961,11317.75,11151.40039,11300.54981,11300.54981,683900
29-07-2020,11276.90039,11341.40039,11149.75,11202.84961,11202.84961,600700
30-07-2020,11254.29981,11299.9502,11084.9502,11102.15039,11102.15039,677800
31-07-2020,11139.5,11150.40039,11026.65039,11073.4502,11073.4502,642600
03-08-2020,11057.54981,11058.04981,10882.25,10891.59961,10891.59961,680900
04-08-2020,10946.65039,11112.25,10908.09961,11095.25,11095.25,625700
05-08-2020,11155.75,11225.65039,11064.04981,11101.65039,11101.65039,667600
06-08-2020,11185.7002,11256.79981,11127.29981,11200.15039,11200.15039,600400
07-08-2020,11186.65039,11231.90039,11142.04981,11214.04981,11214.04981,452600
10-08-2020,11270.25,11337.29981,11238,11270.15039,11270.15039,492000
11-08-2020,11322.25,11373.59961,11299.15039,11322.5,11322.5,586100
12-08-2020,11289,11322,11242.65039,11308.40039,11308.40039,609900
13-08-2020,11334.84961,11359.29981,11269.9502,11300.4502,11300.4502,562400
14-08-2020,11353.29981,11366.25,11111.4502,11178.40039,11178.40039,645100
17-08-2020,11248.90039,11267.09961,11144.5,11247.09961,11247.09961,634000
18-08-2020,11259.79981,11401.7002,11253.15039,11385.34961,11385.34961,579200
19-08-2020,11452.15039,11460.34961,11394.09961,11408.40039,11408.40039,626200
20-08-2020,11317.4502,11361.4502,11289.79981,11312.2002,11312.2002,791600
21-08-2020,11409.65039,11418.5,11362.2002,11371.59961,11371.59961,668700
24-08-2020,11412,11497.25,11410.65039,11466.4502,11466.4502,532900
25-08-2020,11513.09961,11525.90039,11423.34961,11472.25,11472.25,638200
26-08-2020,11512.84961,11561.75,11461.84961,11549.59961,11549.59961,743400
27-08-2020,11609.29981,11617.34961,11540.59961,11559.25,11559.25,719800
28-08-2020,11602.9502,11686.04981,11589.40039,11647.59961,11647.59961,807000
31-08-2020,11777.54981,11794.25,11325.84961,11387.5,11387.5,1371800
01-09-2020,11464.29981,11553.54981,11366.90039,11470.25,11470.25,783800
02-09-2020,11478.54981,11554.75,11430.40039,11535,11535,593500
03-09-2020,11566.2002,11584.9502,11507.65039,11527.4502,11527.4502,607100
04-09-2020,11354.40039,11452.04981,11303.65039,11333.84961,11333.84961,681300
07-09-2020,11359.59961,11381.15039,11251.7002,11355.04981,11355.04981,560300
08-09-2020,11378.54981,11437.25,11290.4502,11317.34961,11317.34961,572200
09-09-2020,11218.59961,11298.15039,11185.15039,11278,11278,728900
10-09-2020,11363.29981,11464.04981,11327.40039,11449.25,11449.25,679400
11-09-2020,11447.79981,11493.5,11419.90039,11464.4502,11464.4502,554800
14-09-2020,11540.15039,11568.90039,11383.54981,11440.04981,11440.04981,642300
15-09-2020,11487.2002,11535.9502,11442.25,11521.79981,11521.79981,506700
16-09-2020,11538.4502,11618.09961,11516.75,11604.54981,11604.54981,527800
17-09-2020,11539.40039,11587.2002,11498.5,11516.09961,11516.09961,0
18-09-2020,11584.09961,11584.09961,11446.09961,11504.9502,11504.9502,764200
21-09-2020,11503.79981,11535.25,11218.5,11250.54981,11250.54981,602900
22-09-2020,11301.75,11302.2002,11084.65039,11153.65039,11153.65039,672200
23-09-2020,11258.75,11259.54981,11024.40039,11131.84961,11131.84961,714900
24-09-2020,11011,11015.29981,10790.2002,10805.54981,10805.54981,706100
25-09-2020,10910.40039,11072.59961,10854.84961,11050.25,11050.25,559600
28-09-2020,11140.84961,11239.34961,11099.84961,11227.54981,11227.54981,472800
29-09-2020,11288.59961,11305.40039,11181,11222.40039,11222.40039,498300
30-09-2020,11244.4502,11295.40039,11184.54981,11247.54981,11247.54981,499300
01-10-2020,11364.4502,11428.59961,11347.04981,11416.9502,11416.9502,447700
05-10-2020,11487.79981,11578.04981,11452.29981,11503.34961,11503.34961,530600
06-10-2020,11603.4502,11680.29981,11564.29981,11662.40039,11662.40039,561400
07-10-2020,11679.25,11763.04981,11629.34961,11738.84961,11738.84961,513400
08-10-2020,11835.40039,11905.7002,11791.15039,11834.59961,11834.59961,608800
09-10-2020,11852.04981,11938.59961,11805.2002,11914.2002,11914.2002,611100
12-10-2020,11973.54981,12022.04981,11867.2002,11930.9502,11930.9502,522600
13-10-2020,11934.65039,11988.2002,11888.90039,11934.5,11934.5,458300
14-10-2020,11917.40039,11997.2002,11822.15039,11971.04981,11971.04981,569200
15-10-2020,12023.4502,12025.4502,11661.29981,11680.34961,11680.34961,608900
16-10-2020,11727.40039,11789.75,11667.84961,11762.4502,11762.4502,555800
19-10-2020,11879.2002,11898.25,11820.40039,11873.04981,11873.04981,541400
20-10-2020,11861,11949.25,11837.25,11896.79981,11896.79981,453600
21-10-2020,11958.54981,12018.65039,11775.75,11937.65039,11937.65039,623700
22-10-2020,11890,11939.54981,11823.4502,11896.4502,11896.4502,544900
23-10-2020,11957.90039,11974.54981,11908.75,11930.34961,11930.34961,502300
26-10-2020,11937.40039,11942.84961,11711.7002,11767.75,11767.75,519800
27-10-2020,11807.09961,11899.04981,11723,11889.40039,11889.40039,616300
28-10-2020,11922.59961,11929.40039,11684.84961,11729.59961,11729.59961,704000
29-10-2020,11633.29981,11744.15039,11606.4502,11670.79981,11670.79981,555000
30-10-2020,11678.4502,11748.9502,11535.4502,11642.40039,11642.40039,553700
02-11-2020,11697.34961,11725.65039,11557.40039,11669.15039,11669.15039,568400
03-11-2020,11734.4502,11836.2002,11723.29981,11813.5,11813.5,674300
04-11-2020,11783.34961,11929.65039,11756.40039,11908.5,11908.5,667300
05-11-2020,12062.40039,12131.09961,12027.59961,12120.29981,12120.29981,632500
06-11-2020,12156.65039,12280.40039,12131.84961,12263.54981,12263.54981,576800
09-11-2020,12399.40039,12474.04981,12367.34961,12461.04981,12461.04981,553400
10-11-2020,12556.40039,12643.90039,12475.25,12631.09961,12631.09961,847500
11-11-2020,12680.59961,12769.75,12571.09961,12749.15039,12749.15039,880500
12-11-2020,12702.15039,12741.15039,12624.84961,12690.79981,12690.79981,622000
13-11-2020,12659.7002,12735.9502,12607.7002,12719.9502,12719.9502,513900
17-11-2020,12932.5,12934.04981,12797.09961,12874.2002,12874.2002,707700
18-11-2020,12860.09961,12948.84961,12819.34961,12938.25,12938.25,731300
19-11-2020,12839.5,12963,12745.75,12771.7002,12771.7002,768800
20-11-2020,12813.40039,12892.4502,12730.25,12859.04981,12859.04981,664000
23-11-2020,12960.29981,12968.84961,12825.7002,12926.4502,12926.4502,633100
24-11-2020,13002.59961,13079.09961,12978,13055.15039,13055.15039,571900
25-11-2020,13130,13145.84961,12833.65039,12858.40039,12858.40039,679000
26-11-2020,12906.4502,13018,12790.40039,12987,12987,549800
27-11-2020,13012.04981,13035.29981,12914.29981,12968.9502,12968.9502,1162400
01-12-2020,13062.2002,13128.40039,12962.79981,13109.04981,13109.04981,583600
02-12-2020,13121.40039,13128.5,12983.54981,13113.75,13113.75,717700
03-12-2020,13215.29981,13216.59961,13107.90039,13133.90039,13133.90039,0
